Time,Name/Nickname,Gender,Age,Maximum rating in Dota,Current Dota rating,Number of Hours ingame (atleast approximate),How many games do you play per week on average?,My mood worsens if I don't play Dota 2 for a long time,I spend almost all my free time on Dota 2,I often play more than I need to because I can't stop (register a new game),"When I play Dota, I'm completely focused on it (I don't play ""for fun"")",Every week/month I spend more time in Dota than before,"I often regist the next game despite discomfort (I can play hungry, sleepy, not feeling well, etc.)",I don't tell family/friends about the number of hours I spend in Dota,Dota lets me forget about stress and life problems irl,"Due to the number of hours spent in the game, I study / work / perform other tasks worse",Every game in DotA I play to win.,"I often play DotA pho fan - I'm interested in the process of the game itself (I try different builds, new heroes, bundles, etc.)","If my teammates frankly ruin the game, I can ruin them in response",I can pour out of the game / get into the amulet if something goes wrong,I have a specific goal - to upgrade the birds (for example: get 6k mmr or a medal of the lord / devine / titan),I play dota to win,"In DotA, too much depends not on me and my game","If I lose, then this is most often due to the bad game of teammates","If I had a strong team in every game, I would almost never lose",My possible pts is much bigger than my actual one,I have been sitting on the same rating for a long time without any visible progress,I often lose my desire to play when my teammates play badly,"MMR is just a number, it does not show the player's real skill","Write down the three heroes that you have played the most games on, the number and win rate on these heroes (for example: Pudge, 152 games, 56%):"
2021/11/08 4:36:56 PM GMT+3,Eliskiller,?,29,1350,150,5600,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,3,5,1,1,1,4,1,5,3,3,1,3,3,5,2,3,5,3,2,5,"??????, 220 ???, 55%
??????? 180 ??? 53%
???? 170 ??? 46%
???????? "
2021/11/08 4:37:00 PM GMT+3,MAEV,?,19,3200,2900,3000,6-10 ??? (???? ???? ? ?????? ?????????-????),3,2,1,5,2,1,1,5,1,5,1,1,4,5,5,1,2,3,2,1,4,1,????? 119 ??? 60% ???? 96 ??? 53% ????? 59 ??? 57.6%
2021/11/08 4:37:05 PM GMT+3,?????,?,18 ,2600,2560,3200,1-5 ??? (?? ???????? ????? ???? ?????),1,1,2,4,1,3,2,3,2,5,2,2,1,3,4,2,2,4,3,2,2,3,"????, 115, 55%; ??????, 74, 54%; ??, 53, 68%"
2021/11/08 4:37:05 PM GMT+3,Undertaker,?,18,2000,1720,1100 (??? ???????? ????? 600),11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,4,2,1,3,3,4,1,4,2,1,1,3,3,4,2,1,2,5,4,2,"???? 54 ????, 57,41%
?????????? 45 ???, 48,89%
??? 32 ????, 59.38%"
2021/11/08 4:37:07 PM GMT+3,??????? ???????,?,14,??? ?? ?????? ??????????,??? ?? ?????? ??????????,50,6-10 ??? (???? ???? ? ?????? ?????????-????),3,4,2,4,3,1,5,4,2,4,2,1,4,5,4,4,3,5,5,4,3,4,?? ???? ????????
2021/11/08 4:37:10 PM GMT+3,dunis,?,20,???,???,400,20-30 ??? (?????? ???? ?? ????????? ???),1,4,1,1,1,4,1,5,4,5,5,1,1,1,5,3,2,5,1,1,1,5,"????? 24 ????, 50%; ???? 23 ????, 43%; ??????? 15 ???, 66%"
2021/11/08 4:37:10 PM GMT+3,??????,?,23,4500,-,3000,1-5 ??? (?? ???????? ????? ???? ?????),1,2,2,5,1,2,2,3,2,5,3,1,1,1,3,3,2,5,2,2,2,3,"??, 160 ???, 60,63%; Silencer 154 62,34%; Slardar 115 42% (??? ????? ?????? sniper 109 56,77%; Legion 103 57,28%)"
2021/11/08 4:37:13 PM GMT+3,Moonlight,?,21,1440,1200,1101,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,4,3,5,1,1,3,5,5,5,2,1,1,5,5,2,2,3,2,5,5,2,"Drow Ranger, 100 ???, 61%
Riki, 70 ???, 57% 
Lina, 65 ???, 41% (??????? ?????? ? ???? ?????? ?? ????, ?????? ????? ?????? ???????, ??????? ?????? ??? ?????? ????????? ???????? ????? ????? ?????? ? ????????? ?????)
Zeus, 60 ???, 66%"
2021/11/08 4:37:30 PM GMT+3,Siskotr9is,?,13,1400,????? 5,1000,20-30 ??? (?????? ???? ?? ????????? ???),3,5,5,5,4,5,5,5,3,5,1,1,1,5,5,5,3,5,4,2,2,1,?????? 44 ??? 63%;????  41 ??? 61%;??????? 29 ??? 55%
2021/11/08 4:37:41 PM GMT+3,Ravenho1m,?,15,"??? ?????, ????? ?????? ????? ?????",-,155,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,4,2,4,5,1,1,4,1,5,3,1,1,5,5,3,2,4,1,1,2,1,"Viper(???????? ????? 10 ??? ? 60% ????????, ???? ??? ??????) , SandKing(???????? ????? 7 ??? ? 57% ????????, ???? ??? ??????), Shadow Fiend/Terror Blade (?? 4 ????? 75% ????????, ?? 11 ?????? 27%)"
2021/11/08 4:37:41 PM GMT+3,??????23,?,15,2300,1950,2500,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,1,5,1,1,1,2,1,4,2,1,1,3,4,2,2,2,3,2,2,3,"???????????, 879 ???, 53%. ?????, 155 ???, 51%. ??????, 55 ???, 54%."
2021/11/08 4:37:45 PM GMT+3,??????????,?,17,2800,2400,4500,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,4,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,"????? (179, 51.3%) ????? (213, 49.75%) ??????? (158, 54%)"
2021/11/08 4:37:55 PM GMT+3,Ori,?,18,600,300,350,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,3,1,3,4,4,5,4,3,4,2,1,1,5,5,3,4,3,5,4,2,4,"?????, 40 ???, 55%, ???? ??????, 25 ???, 53%, ????, 27 ???, 56%"
2021/11/08 4:37:56 PM GMT+3,mirana's cat,?,20,350,200,557,20-30 ??? (?????? ???? ?? ????????? ???),1,3,5,4,5,5,5,5,5,4,1,2,1,5,3,5,1,5,4,3,5,1,"Mirana, 255 ???, 48% ; Luna 112 ???, 33%; Terrorblade 58 ??? 22% ("
2021/11/08 4:38:01 PM GMT+3,sedran,?,17,1550,1130,"3,5k",6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,1,3,1,2,3,2,2,4,4,1,1,4,4,5,3,5,4,5,5,4,"????? 54 61%, ???? 47 53%, ?????? 35 63%"
2021/11/08 4:38:07 PM GMT+3,???? ???????? ,?,13,???? ??? 50? ? ??????,???,"100? ?????????? ?????, 50? ? ??????",6-10 ??? (???? ???? ? ?????? ?????????-????),3,1,2,3,2,3,3,3,1,3,3,2,1,1,3,3,3,4,2,3,4,4,"?? ???? ??????? ? ???? ??? ??? ?? ??????, ?? ? ????????? ????? ????? ?? ?????, ?????? (60 ?????????), ???????(20)"
2021/11/08 4:38:17 PM GMT+3,?????,?,21,1900,1230,1647,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,1,2,4,1,1,5,4,5,5,3,1,3,5,5,4,3,5,2,5,5,1,"Clinkz, 116 ???, 60,3%
Juggernaut, 82 ????, 54,9%
Slark, 60 ???, 48,3%"
2021/11/08 4:38:18 PM GMT+3,pxjkv,?,17,2000,1700,3500,6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,1,3,1,4,2,5,4,2,4,1,1,1,4,2,2,5,2,4,4,2,"?????????, 35 ????  ,42.86%
???, 73 ????, 54.79%
?????? 57 ????, 52.63%"
2021/11/08 4:38:25 PM GMT+3,?????/kind of water,?,18,2500,2000,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,1,4,3,1,1,1,3,5,2,1,1,4,5,5,2,3,2,4,2,1,"??, 150+/- ???, 62%
????, 100+/- ???, 48%
????, 70+/- ???, 69%"
2021/11/08 4:38:26 PM GMT+3,??????,?,21,3060,2880,5300,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,2,3,2,1,1,3,4,2,4,2,1,1,4,4,2,3,4,3,4,4,2,"??? ????, 542 ????, 55,4%; ????, 235 ???, 52,3%; ?????, 104 ????, 64,4%"
2021/11/08 4:38:32 PM GMT+3,??????/Gingerbeard,?,15,3900,3300,3500,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,3,3,4,3,2,5,4,5,5,3,1,1,5,5,3,3,3,3,3,3,1,"????(???????))), 600 ???(+-5 ???), 70%
??????, 101????, 59%
?????, 108 ??? 63%"
2021/11/08 4:38:39 PM GMT+3,Nill Kiggers,?,17,0,0,20 ,1-5 ??? (?? ???????? ????? ???? ?????),2,1,1,2,1,4,3,3,1,3,3,1,2,4,3,1,1,2,3,4,2,1,"??, 25, 56, ????, 15,47, ??, 20, 20"
2021/11/08 4:38:43 PM GMT+3,kusum95,?,26,2000,??,?? ?????? ???? 400 ?? 6 ???,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,5,1,3,1,3,1,4,4,1,1,3,3,2,2,3,1,1,5,2,"????? ??????? ??????????, ?? ???????? ????? ?????????????? ???? ?????, (?????? ??????, ?????? ??????), ???? ??????? ? ?????????? ?????? ? ???????????? ?????????"
2021/11/08 4:38:44 PM GMT+3,zxc suka,?,18,4590,4100,1k,20-30 ??? (?????? ???? ?? ????????? ???),1,3,5,3,4,2,1,5,4,5,1,3,1,4,5,1,3,4,2,5,4,5,"???? 359 ???? 61%, ?? 654 53%, ????? 241 ??? 51%"
2021/11/08 4:38:53 PM GMT+3,?,?,19,2.5-3.5? ?? ?????? (????? 2016 ????),1850,3.5?~,20-30 ??? (?????? ???? ?? ????????? ???),3,3,4,4,3,4,2,3,4,4,2,4,3,3,4,4,4,4,2,2,4,3,"????, 177???, ??????? 75%; ?? 108 ???, ??? 56.5%;  ??????, 56 ???, ??????? 50%"
2021/11/08 4:38:55 PM GMT+3,????,?,32,5000,3000,8000,1-5 ??? (?? ???????? ????? ???? ?????),1,1,3,5,1,1,1,1,1,4,1,3,1,3,5,3,4,5,3,2,4,3,"????? 400 66%, ?????? 305 65%, ????? 244 65%  ???? 220 56% (?? ????? ?? ??? ????? 2??????? ????????)"
2021/11/08 4:38:58 PM GMT+3,?????,?,16,"??????? ????? ??????, ??? ?? ??????? ? ???????)",?????????? 0,80,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,1,3,2,2,2,4,1,2,5,1,1,1,3,1,1,2,1,1,2,3,"???? ????? ?????? ?????, ??? ??? ?????? ??????????, ?? 80% ??? ?? ??????? ? ?????? ?????, ????? ?? ??? ??????? 70%
??????? ?? ???? ?????, ?? ??? ??????? 60%
????? ?????? ?? dark willow, ?? ??? ??????? 60%
?? ????? ? ?????? ?? ????? 10 ???, ?? ??????? +- 30 ?????, ???????? ??????)"
2021/11/08 4:39:02 PM GMT+3,????,?,18,500,100,330,1-5 ??? (?? ???????? ????? ???? ?????),2,2,2,2,3,2,3,3,1,3,4,4,1,1,3,2,3,3,4,3,2,3,"??????? 45???, 52%
???? ?????? 33????, 40%
?? 23 ????, 50%"
2021/11/08 4:39:05 PM GMT+3,Serbug,?,18,3200,3000,1500,20-30 ??? (?????? ???? ?? ????????? ???),3,5,5,4,3,5,5,5,5,4,2,2,1,3,5,4,3,4,3,2,4,3,"Grimstroke, 249 games, 58.2%; Shadow Shaman, 208 games, 62%; Lion, 191 games, 52.4%"
2021/11/08 4:39:09 PM GMT+3,shadowraze,?,18,2700,2700,5000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,4,4,4,1,5,1,3,1,5,1,2,2,3,3,5,1,1,5,5,5,1,"???????, 304 ??? 54%, ???? 270 ??? 59% ?????? 128 ??? 64%"
2021/11/08 4:39:13 PM GMT+3,?????,?,16,590,560,600,20-30 ??? (?????? ???? ?? ????????? ???),2,4,1,3,3,1,1,5,3,5,3,2,1,5,5,2,2,4,3,1,4,2,"????, 84 ????, 58,3%
?????, 45 ???, 46,7% (?????? ?? ?????)
??, 29 ???, 27,6% (?????? ?? ?????)"
2021/11/08 4:39:14 PM GMT+3,??????_??????_????,?,17,250,10,700,20-30 ??? (?????? ???? ?? ????????? ???),3,2,3,2,2,3,1,3,5,3,4,5,5,2,2,3,3,1,3,5,4,2,"????, 45 ????, ~55%
??? ???, 51 ????, ~45%
????, 24 ????, ~65%"
2021/11/08 4:39:16 PM GMT+3,????????,?,19,1000,930,1300,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,2,3,1,1,1,2,1,3,1,1,1,3,3,1,2,2,3,2,1,2,"MK(Monkey King) - 99 ???,60.6%
Pudge - 63 ????, 58.7%
Storm Spirit - 40 ????, 47.5%"
2021/11/08 4:39:23 PM GMT+3,kipar1s_,?,16,1110,1110,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),4,3,3,4,2,2,4,1,2,5,3,2,1,5,5,2,3,5,5,1,4,2,??? 27 ??? 59% ??? 23 ??? 43% ???? 21 ??? 52%
2021/11/08 4:39:28 PM GMT+3,??????,?,19,2600,2500,2700,6-10 ??? (???? ???? ? ?????? ?????????-????),3,3,3,4,3,2,4,4,5,4,2,1,1,4,5,2,2,5,4,1,1,5,"??, 82 ????, 52%; ??????, 71, 52%; ?????(?? ?????), 70, 53% ?????, 56, 70%"
2021/11/08 4:39:31 PM GMT+3,??????,?,17,1800,1580,2000,1-5 ??? (?? ???????? ????? ???? ?????),1,2,5,3,1,5,5,5,1,3,5,2,1,3,3,3,3,5,5,2,2,5,????? / 47 / 51% : ????? / 47 / 64% : ???? / 46 /57%
2021/11/08 4:39:50 PM GMT+3,?????? ??????,?,21,2400,990,4500,?????? 30 ??? (?? ????? ???????? ?????? ????),1,3,2,4,2,2,1,4,3,5,1,4,4,5,5,4,4,5,5,4,5,5,(84 underlord wr 54) (Outworld Destroyer 80 wr 53) (silincer 51 wr 51)
2021/11/08 4:39:53 PM GMT+3,yaebalsber,?,20,1500,1100,???????? 3?,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,4,1,3,2,1,3,5,4,4,2,1,1,2,4,2,2,4,3,5,3,3,"Axe, ???????? 400 ???, 56-58%
Slardar, ???????? 150 ???, 55-56%
Pudge, ???????? 100 ???, 45-50%"
2021/11/08 4:39:57 PM GMT+3,cuprum,?,21,4500,4210,7616,20-30 ??? (?????? ???? ?? ????????? ???),3,4,2,5,4,5,2,2,2,4,3,2,1,5,5,3,3,4,4,4,3,3,"??????, 384 ????, 50%; ????, 311 ???, 57%; ??????, 306 ???, 58%"
2021/11/08 4:39:58 PM GMT+3,????,?,17,1500,?? ????????????,1134,1-5 ??? (?? ???????? ????? ???? ?????),1,1,4,2,2,1,4,2,1,3,5,1,1,1,2,2,2,4,2,5,3,3,"????, 67 ???, 61%. ?????? 67 ???, 52%, ??, 52 ????, 56%"
2021/11/08 4:40:04 PM GMT+3,?????,?,22,4700,4660,4800,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,3,4,2,1,3,3,1,4,2,4,1,5,5,3,3,4,4,2,3,4,"?????129 ??? 58,14% ; ?? 108 ??? 65,74%; ?????????? 104 ???? 54,81%"
2021/11/08 4:40:34 PM GMT+3,ZetsEnd,?,20,3100,2960,1600,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,5,5,4,2,5,1,1,5,3,5,1,1,3,4,1,1,2,3,4,5,5,"???? ??? 59% ??????????? 56%, ??? 50%"
2021/11/08 4:40:39 PM GMT+3,??????,?,17,2450,2450,2300,20-30 ??? (?????? ???? ?? ????????? ???),4,3,1,4,5,4,1,3,2,4,3,3,1,4,4,5,3,4,4,3,3,1,"??-323 ????, 62%, ????-???-?? 70 ???, 46%))), ?????-68, 54%, ????? ??????, ?????! "
2021/11/08 4:40:48 PM GMT+3,Kulisa ,?,17,?????? 5,?????? 4,250,6-10 ??? (???? ???? ? ?????? ?????????-????),1,4,4,3,5,2,1,4,4,5,5,1,1,4,4,2,3,4,3,4,4,3,.
2021/11/08 4:40:52 PM GMT+3,????? ??????#roadtodivine,?,14,4500,4300,2300,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,1,1,1,3,1,4,3,4,3,1,2,4,4,4,3,5,5,4,3,3,????? +-300 ??? 60%?? ???????+-80 ???  48%??  ????? 70 ??? 70% ?? (????? ???? ????? ???????? ?? ??? ????? ????? ?? ???????+-)
2021/11/08 4:40:53 PM GMT+3,????????? ?????? ???? ???????,?,21,2230,2020,1700,20-30 ??? (?????? ???? ?? ????????? ???),1,2,3,4,1,4,5,1,4,4,2,1,2,3,5,3,2,2,1,3,4,2,"Earth Spirit 380 - 60,2%, Disruptor 300 - 52,8%, Venga 116 - 46,6%"
2021/11/08 4:41:00 PM GMT+3,????? ????? ,?,15,?? ????? ??,0,200,20-30 ??? (?????? ???? ?? ????????? ???),4,4,4,4,4,1,1,4,5,4,3,5,1,2,5,2,2,5,3,3,5,4,"???????, 50 ??? 70% ?????, ???????? 40 ??? 57% ?????, ????? 40 75% ?????"
2021/11/08 4:41:01 PM GMT+3,Slaves Monsieur,?,21,2000,1200,2500,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,2,4,1,3,5,1,4,4,4,2,1,3,5,4,2,4,3,5,4,2,"Sniper 166 57.23%
Wraith King  141 66.67%
Slark 125 48.80%
? ?????? ???? 07.11.2021, ??????? ?? ?????!"
2021/11/08 4:41:03 PM GMT+3,????? ?????????,?,14,1500,720,700,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,4,5,4,3,5,4,5,1,4,3,4,4,4,4,2,2,2,3,5,5,2,????? 30 61%
2021/11/08 4:41:22 PM GMT+3,^-^,?,21,1510,1510,2787,1-5 ??? (?? ???????? ????? ???? ?????),2,5,4,5,1,1,3,5,1,4,3,1,2,1,5,1,5,1,1,5,5,4,"chen, oracle, shadow demon"
2021/11/08 4:41:23 PM GMT+3,?????,?,17,???,???,68,1-5 ??? (?? ???????? ????? ???? ?????),4,2,3,2,1,1,1,4,2,3,5,1,1,3,4,2,2,3,1,3,2,4,"????? 14 50%, ??????? 19 36%, ???? 13 66%"
2021/11/08 4:41:41 PM GMT+3,?????? ????,?,16,2400,2160,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),4,5,1,5,3,5,1,4,1,5,1,1,1,5,5,4,4,5,4,1,1,1,??????? 200 ?????? 58%
2021/11/08 4:41:48 PM GMT+3,FirstOfEmpty,?,18,"1,5?",?? ??????????,1100,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,2,2,1,3,3,4,5,5,1,1,1,3,5,1,3,3,3,3,1,2,"???, 102 ????, 60,8%
??, 61 ????, 67,2%
?????, 37 ???, 43,2%"
2021/11/08 4:41:50 PM GMT+3,????,?,19,1000,800,1000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,5,5,3,1,5,3,2,5,1,1,1,5,5,5,2,5,3,3,1,1,"???? ??? 30 ??? 71%??, ???? 50 ??? 59%??, ??? ?????? 40??? 62%??"
2021/11/08 4:41:57 PM GMT+3,Gatchina,?,31,880,500,4000,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,5,5,5,5,5,5,5,5,5,5,4,2,1,5,3,3,5,1,5,3,4,???? ??????? ???? ??? 60 ?????????
2021/11/08 4:41:58 PM GMT+3,bine,?,23,3000,1500,3600,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,2,4,1,4,5,1,1,4,3,1,1,1,1,3,3,4,5,5,5,4,"????, 353 ????, 48,7%
??????, 184 ????, 50,5%
???, 114 ???, 50,9%"
2021/11/08 4:42:21 PM GMT+3,zxc monster aka anime psih,?,14,400,310,670,20-30 ??? (?????? ???? ?? ????????? ???),3,5,4,4,2,2,4,3,3,5,2,3,2,4,3,3,4,3,5,1,4,3,"1. ??????? ?????? 102 ????, 50% ???????
2.????? 28 ???, 67.9% ???????
3.?? 27 ???, 37% ???????"
2021/11/08 4:42:37 PM GMT+3,??????,?,21,3000,2140,2970,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,4,1,4,3,4,1,5,1,5,1,1,1,5,5,3,3,5,4,4,4,1,"????, 86 ???, 60.47%, ??????, 80 ???, 61.25%,  ?????, 70 ???, 75, 71% "
2021/11/08 4:42:39 PM GMT+3,senin2002,?,19,1300-1350,920,2500,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,3,2,3,1,3,4,4,3,5,3,1,1,2,3,3,1,2,2,4,1,2,???????? ???????? 300 ????? 58% ???? ???????? 150 62% ??????? 175 60%
2021/11/08 4:42:40 PM GMT+3,SoftEclipse,?,19,1700,1500,1800,1-5 ??? (?? ???????? ????? ???? ?????),3,1,4,4,2,1,1,5,3,4,2,1,1,5,5,3,2,3,3,3,4,1,"??????, 100 ???, 60%. ?????, 70 ???, 65%. ??????, 50 ???, 55%"
2021/11/08 4:42:45 PM GMT+3,God Usopp,?,18,1680 ???,1500 ???,3000 ?,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,1,4,3,3,1,2,4,3,3,5,1,1,1,1,5,3,4,4,5,2,1,"nyx assasin 103 ????, 54,37,%; weaver 81 ???, 59,26%; faceless void 40 ???, 65%"
2021/11/08 4:42:54 PM GMT+3,?????,?,18,2700,2100,2400,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,4,3,2,1,2,5,2,3,2,2,3,1,5,1,1,1,2,1,1,1,"???? 160 ??? 60% , ?? 120 ??? 50% (????? ??????) , ?? 80 ??? 58% "
2021/11/08 4:42:56 PM GMT+3,KARZHEKA,?,17,1720,1680,900,"?????? 50 ??? (???? ???? ??? ILTW, ?????????? ?????? ???? ???-????)",3,2,2,4,2,2,2,2,1,5,2,5,5,2,5,1,5,4,5,3,5,2,"??????, 50, 80% ? ????? ??? ??????(1000-7)"
2021/11/08 4:42:57 PM GMT+3,zxc???,?,16,2000,1860,1500,?????? 30 ??? (?? ????? ???????? ?????? ????),4,5,3,5,2,5,5,5,3,3,5,5,5,5,5,1,1,5,5,5,5,5,"?? 30 ??? 69%,?? 25 ??? 99%, 1000-7 ? ???? ?????? "
2021/11/08 4:43:36 PM GMT+3,infxnxty_heavxn,?,19,4990,4800,8000,?????? 30 ??? (?? ????? ???????? ?????? ????),4,4,4,5,3,5,4,4,2,5,3,1,1,4,4,3,3,4,5,4,4,1," ??????????, 556 ???, 51%. ???????, 554 ???, 54%. ?????, 428 ???, 56%"
2021/11/08 4:43:38 PM GMT+3,Kexitt,?,22,????? 3800,2640,3630,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,1,3,1,1,1,4,1,5,4,1,1,2,4,1,1,4,3,1,1,2,"???????, 648 ???, 56,8%
??, 104 ????, 59,6%
??????, 96 ???, 64,6%"
2021/11/08 4:43:56 PM GMT+3,????,?,24,2000,3700 (?? ???????? ???? ?????? ????? ? ?????????? ????????),3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,2,2,2,1,5,5,5,3,4,1,1,1,2,5,2,2,1,5,5,5,"?? ????? ???????? (?????? ????????) ????? 52 ????, 50%; ???? 29 ???, 38%, ??????? 24 ????, 67%"
2021/11/08 4:44:02 PM GMT+3,???? ??????,?,25,4000+,1790,4088,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,4,4,1,3,5,1,4,4,1,3,1,3,3,4,4,5,4,1,5,1,"Earth Spirit, 1089 ???, 55%;
Io, 347 ???, 50%;
Elder Titan, 188 ???, 54%."
2021/11/08 4:44:02 PM GMT+3,???????????,?,25,3000,2000,4000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,1,5,1,1,1,3,1,4,2,3,1,1,2,3,4,5,5,1,3,5,"??????????, 300 ???,55% ; ????????,250 ???? , 53%; "
2021/11/08 4:44:06 PM GMT+3,frnzy.god,?,17,4100,3900,1-1.5? ?????,1-5 ??? (?? ???????? ????? ???? ?????),2,2,3,5,2,4,1,4,2,5,1,4,2,4,5,2,2,4,3,2,4,2,"?????, 132 ???, 63%. ?????, 96 ???, 59%, ?????, 78 ???, 51% "
2021/11/08 4:44:25 PM GMT+3,wol4er,?,19,1890,1770,2800,20-30 ??? (?????? ???? ?? ????????? ???),2,4,1,5,3,5,2,4,1,5,1,1,1,5,5,1,1,2,3,3,1,3,"???????, 108 ???, 58,3%; ????, 82 ????, 52,4%; ????, 45 ????, 60%."
2021/11/08 4:44:25 PM GMT+3,Cron,?,18,1600,1000,2700,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,3,5,2,1,1,5,2,4,2,1,1,4,4,2,2,3,4,4,2,3,"?????, 268 ???, 61,94%     ?? 128 ??? ,  63,28%   ?????????? 126 ???? ,61,9%"
2021/11/08 4:44:30 PM GMT+3,TEFTELI,?,26,5040,4200,11000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,1,3,2,1,2,2,1,3,4,1,1,2,3,2,2,3,2,4,2,3,"??????, 1425 ???, 60,42%
???????, 1171 ????, 49,1%
??,703 ????, 52,49%"
2021/11/08 4:44:46 PM GMT+3,gegegegegegegegegegege,?,17,2270,2170,3000,20-30 ??? (?????? ???? ?? ????????? ???),4,3,1,5,1,1,1,5,1,5,1,1,1,5,5,5,3,5,5,5,4,3,"Shadow Fiend 58 ??? 60%, Morphling 52 ???? 46%, Dazzle 49 ??? 73%"
2021/11/08 4:44:59 PM GMT+3,kowkodevka,?,16,2000,1600,600,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,1,3,2,2,5,3,2,4,2,1,1,1,4,2,1,2,1,3,2,4,"silencer, 204 ????, 52.46% dark willow, 112 ???, 48.22% phoenix,80 ???, 60%"
2021/11/08 4:45:08 PM GMT+3,?????????,?,19,1000,1000,1000,20-30 ??? (?????? ???? ?? ????????? ???),3,2,5,4,3,2,1,4,5,5,5,1,2,4,5,2,3,4,2,5,3,2,"????? 109 ??? 47 ???????
?? 78 ??? 62 ???????
????? 66 ??? 50 ???????"
2021/11/08 4:45:23 PM GMT+3,BaraGodLike,?,15,1580,1380,1000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,1,4,1,1,1,2,1,4,2,1,1,4,5,2,2,4,3,5,4,2,"(????, 200 ???, 48%), (????, 63 ????, 55%), (?????????, 58 ???, 58%)"
2021/11/08 4:45:25 PM GMT+3,AnuAtashol,?,16,100,67,265,1-5 ??? (?? ???????? ????? ???? ?????),2,2,3,4,2,2,3,4,1,3,2,2,2,2,3,3,3,2,1,3,1,4,"????, 18 ???, 33%
?????????, 16 ???, 50%
????????, 9 ???, 55,56%"
2021/11/08 4:45:29 PM GMT+3,VENom,?,14,431,125,450,20-30 ??? (?????? ???? ?? ????????? ???),2,4,1,5,2,1,1,4,3,5,2,1,1,1,5,2,3,3,5,5,4,4,"?????(125???,52.6%)?????(175???,46%(?????? ????35%))??(38???,52.7%(????? ? 4 ??? ?????? ???-???????))"
2021/11/08 4:45:33 PM GMT+3,Anyway,?,19,1000,690,2000,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,3,3,2,3,1,1,4,4,3,3,1,1,4,4,2,2,3,4,3,3,4,"????, 23 ??? ,52%/???????, 20 ???, 55%/????, 19 ???, 31%"
2021/11/08 4:45:37 PM GMT+3,Abobys,?,16,1000,300,500,1-5 ??? (?? ???????? ????? ???? ?????),2,4,1,5,2,1,1,5,4,5,1,1,1,5,5,2,3,4,3,5,5,2,?????? 36 ??? 69% ???? 18 ??? 46% ??????? 13 ??? 58%
2021/11/08 4:45:41 PM GMT+3,Ex1Dna,?,16,1100,130,700,20-30 ??? (?????? ???? ?? ????????? ???),2,4,3,5,2,2,1,4,3,5,2,1,1,5,5,4,4,5,5,5,3,4,"??, 48 ??????, 40%"
2021/11/08 4:45:58 PM GMT+3,????,?,23,2500,1900,2200,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,2,5,4,3,5,5,2,5,2,1,1,5,5,3,3,2,4,5,5,4,"??????, 119 ???, 57%, ????, 105 ???, 58%, ??, 68 ???, 47%"
